Image Index,Folder,lightness
00003425_004.png,DATA/train/sain,74.12115106947383
00020973_001.png,DATA/train/sain,80.38688209413243
00019550_015.png,DATA/train/sain,63.14897530215449
00010294_008.png,DATA/train/sain,84.62277353689568
00029432_000.png,DATA/train/sain,88.34502813471067
00006034_000.png,DATA/train/sain,91.64932016042258
00005492_000.png,DATA/train/sain,63.680782821418866
00023707_005.png,DATA/train/sain,71.53115439146332
00010729_006.png,DATA/train/sain,67.09569695437887
00004577_005.png,DATA/train/sain,93.5705038215567
00007428_005.png,DATA/train/sain,87.62199664742037
00020450_018.png,DATA/train/sain,71.79636174973248
00029669_000.png,DATA/train/sain,85.61501487754634
00012322_001.png,DATA/train/sain,73.79556708323508
00027649_006.png,DATA/train/sain,88.94989704873026
00011351_002.png,DATA/train/sain,75.9910954922581
00028957_001.png,DATA/train/sain,66.90022669468097
00009497_000.png,DATA/train/sain,76.9569945625309
00011097_001.png,DATA/train/sain,80.58126884257439
00003709_012.png,DATA/train/sain,69.37423180009205
00012704_012.png,DATA/train/sain,76.72594122617595
00026114_000.png,DATA/train/sain,23.049351944167498
00008929_000.png,DATA/train/sain,79.42653237765694
00001276_000.png,DATA/train/sain,53.27854747732058
00016051_021.png,DATA/train/sain,71.66668680704511
00002371_013.png,DATA/train/sain,81.24553953317854
00003430_003.png,DATA/train/sain,65.78292220113852
00022810_000.png,DATA/train/sain,61.976196804583445
00003421_006.png,DATA/train/sain,87.92377562747933
00026101_003.png,DATA/train/sain,85.84336405942366
00003478_001.png,DATA/train/sain,82.39190186312489
00028612_000.png,DATA/train/sain,74.87203692777565
00011332_000.png,DATA/train/sain,62.313752591568765
00026374_001.png,DATA/train/sain,78.19320339442787
00008465_002.png,DATA/train/sain,65.03351258454374
00007139_004.png,DATA/train/sain,65.99125644836933
00006323_003.png,DATA/train/sain,86.24478804725504
00000190_000.png,DATA/train/sain,92.96233843411083
00014520_002.png,DATA/train/sain,70.6850990811469
00010458_005.png,DATA/train/sain,68.71151098901099
00024925_000.png,DATA/train/sain,59.48487458283992
00001326_000.png,DATA/train/sain,68.21046934664301
00014029_001.png,DATA/train/sain,67.87049859836596
00019119_000.png,DATA/train/sain,75.56029154910654
00018705_001.png,DATA/train/sain,97.67047000151126
00014520_020.png,DATA/train/sain,82.50803401216449
00007191_004.png,DATA/train/sain,80.23156199677939
00006086_001.png,DATA/train/sain,71.96452671894949
00016051_004.png,DATA/train/sain,77.7784023668639
00003002_007.png,DATA/train/sain,97.01892143491156
00009304_000.png,DATA/train/sain,91.20246765952821
00011837_005.png,DATA/train/sain,57.36810927390366
00015628_019.png,DATA/train/sain,72.15162649951367
00011302_003.png,DATA/train/sain,76.9120110907911
00020240_001.png,DATA/train/sain,90.2003400143164
00006991_002.png,DATA/train/sain,88.52175890826383
00010871_007.png,DATA/train/sain,89.39498082955734
00006468_003.png,DATA/train/sain,75.89902354098857
00023176_006.png,DATA/train/sain,82.91610245994133
00026236_005.png,DATA/train/sain,59.4267384761603
00027439_000.png,DATA/train/sain,59.53605272749362
00012370_000.png,DATA/train/sain,68.75183880658862
00007581_000.png,DATA/train/sain,83.86876947040498
00008051_046.png,DATA/train/sain,81.3578947368421
00011292_000.png,DATA/train/sain,62.98433539955418
00025754_012.png,DATA/train/sain,78.57399625135642
00007210_000.png,DATA/train/sain,89.90734706424838
00010729_000.png,DATA/train/sain,69.54379799173066
00004605_009.png,DATA/train/sain,75.54423748544819
00028050_002.png,DATA/train/sain,83.4673742822342
00000434_000.png,DATA/train/sain,66.20176673154664
00007018_006.png,DATA/train/sain,84.89186386348638
00016817_000.png,DATA/train/sain,67.87704226201242
00027649_004.png,DATA/train/sain,92.14200372567073
